Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
ALE-0442,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,148.67,1,2.3,2.68,3.31,3.8,28,1,Normal,Good
ALE-0447,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,94.26,3,2.78,3.12,2.63,3.4,26,2,Normal,Good
OLE-0045,OLE,05-05-2023,05-05-2023,Actual,System Failure,Payments,29.54,1,0.41,1.44,1,3.3,24,2,Normal,Good
OLE-0533,OLE,18-09-2023,18-09-2023,Actual,Data Breach,ATM Network,64.55,5,0.44,0.67,1,3.2,18,0,Normal,Good
ALE-0914,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,80.99,4,1.42,2.46,2.87,3.9,18,0,Normal,Good
ALE-0884,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,207.28,2,1.08,2.21,1.68,3.5,24,0,Normal,Good
ALE-0308,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,179.33,2,1.93,2.89,2.66,3,23,0,Normal,Good
ALE-0249,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,68.74,5,2.57,1.87,1.48,3.1,24,2,Normal,Good
ALE-1168,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,120.85,3,2.38,3.11,3.31,3.8,26,0,Normal,Good
ALE-0368,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,20.92,4,1.58,3.02,2.61,2.7,16,0,Normal,Good
ALE-0538,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,41.8,3,2.2,1.56,1.19,3.6,24,1,Normal,Good
ALE-0844,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,34.91,1,1.51,1.8,1.36,3,16,2,Normal,Good
OLE-0648,OLE,26-02-2022,26-02-2022,Actual,Tech Failure,E-Banking,60.84,2,1.38,0.63,1,3.1,15,0,Normal,Good
OLE-0383,OLE,02-02-2023,02-02-2023,Actual,Data Breach,Retail Banking,62.89,3,0.72,0.86,1,3.7,14,1,Normal,Good
OLE-0070,OLE,18-06-2023,18-06-2023,Actual,System Failure,ATM Network,49.45,5,0.96,1.33,1,2.6,23,1,Normal,Good
ALE-1221,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,104.73,1,1.44,2.47,2.92,2.7,21,1,Normal,Good
ALE-0548,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,95.55,2,2.68,1.41,1.02,3,26,0,Normal,Good
ALE-0229,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,210.88,3,1.44,1.38,1.21,3,29,0,Normal,Good
ALE-0509,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,138.96,5,2.76,1.79,1.23,3.4,26,0,Normal,Good
OLE-0651,OLE,06-02-2023,06-02-2023,Actual,Tech Failure,Payments,36.11,2,0.38,1.32,1,3.5,14,2,Normal,Good
OLE-0384,OLE,21-03-2022,21-03-2022,Actual,Data Breach,Payments,63,2,0.49,1.33,1,3,19,2,Normal,Good
ALE-1122,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,152.12,4,2.49,2.24,1.8,3.3,17,1,Normal,Good
ALE-1209,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,178.75,5,2.59,1.9,1.57,3.9,19,2,Normal,Good
ALE-0172,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,34.65,1,2.36,1.46,1.44,3.7,29,0,Normal,Good
ALE-0819,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,152.57,1,2.57,2.74,3.08,3,20,2,Normal,Good
ALE-0561,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,194.89,3,2.06,1.78,1.31,2.6,22,0,Normal,Good
OLE-0706,OLE,07-12-2022,07-12-2022,Actual,System Failure,ATM Network,18.35,1,0.7,0.75,1,4,16,1,Normal,Good
OLE-0322,OLE,20-03-2022,20-03-2022,Actual,System Failure,ATM Network,83.4,1,0.38,1.14,1,3.6,15,1,Normal,Good
ALE-0846,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,242.5,1,2.03,3.46,2.98,3.9,29,2,Normal,Good
ALE-0428,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,10,2,0.88,2.82,2.83,3.4,29,1,Normal,Good
OLE-0711,OLE,26-09-2022,26-09-2022,Actual,Tech Failure,ATM Network,51.92,4,0.88,1.4,1,3.9,21,1,Normal,Good
ALE-1260,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,115.76,1,0.88,1.8,1.4,2.9,21,1,Normal,Good
OLE-0421,OLE,01-12-2022,01-12-2022,Actual,Cyber-Fraud,E-Banking,19.81,5,0.86,1.44,1,3,21,0,Normal,Good
OLE-0434,OLE,16-12-2022,16-12-2022,Actual,Data Breach,E-Banking,40.99,1,0.76,1.17,1,4,24,0,Normal,Good
OLE-0100,OLE,01-02-2023,01-02-2023,Actual,Data Breach,E-Banking,36.29,4,0.32,0.78,1,2.6,19,2,Normal,Good
ALE-0324,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,85.52,5,2.91,1.93,2.02,3.5,21,2,Normal,Good
OLE-0430,OLE,02-06-2022,02-06-2022,Actual,System Failure,ATM Network,28.63,5,1.3,0.63,1,2.7,14,0,Normal,Good
ALE-0255,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,163.48,4,1.23,1.78,1.93,3.9,24,2,Normal,Good
ALE-0614,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,167.22,1,2.03,1.78,1.98,2.8,20,1,Normal,Good
OLE-0600,OLE,13-09-2022,13-09-2022,Actual,Cyber-Fraud,Payments,66.13,3,0.9,1.41,1,3.6,22,2,Normal,Good
ALE-0043,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,278.33,4,0.82,2.46,1.66,3.2,26,0,Normal,Good
OLE-0531,OLE,30-03-2022,30-03-2022,Actual,Tech Failure,E-Banking,88.06,2,0.66,0.82,1,2.7,21,1,Normal,Good
ALE-0989,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,105.2,5,1.2,2,1.38,2.7,29,0,Normal,Good
ALE-0906,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,236.97,5,3,2.09,1.95,3.3,19,0,Normal,Good
ALE-0953,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,10,1,2.1,1.78,1.81,3.2,27,1,Normal,Good
OLE-0125,OLE,16-06-2023,16-06-2023,Actual,Tech Failure,Payments,15.74,1,1.31,0.97,1,4,16,0,Normal,Good
OLE-0186,OLE,08-01-2023,08-01-2023,Actual,Cyber-Fraud,Payments,68.26,2,1.15,1.17,1,2.8,15,2,Normal,Good
ALE-0564,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,218.91,3,2.71,2.75,1.84,2.6,24,0,Normal,Good
OLE-0520,OLE,11-05-2022,11-05-2022,Actual,Tech Failure,E-Banking,45.74,2,1.11,0.64,1,2.9,20,1,Normal,Good
ALE-0987,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,190.5,5,2.61,2.13,1.43,3.7,16,0,Normal,Good
ALE-0332,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,185.41,1,2.95,3.14,3.4,3.9,29,2,Normal,Good
ALE-0382,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,156.7,2,1.71,1.79,2.22,2.9,17,1,Normal,Good
OLE-0509,OLE,02-03-2022,02-03-2022,Actual,Tech Failure,Retail Banking,57.49,3,1.27,1.45,1,3,24,2,Normal,Good
ALE-1213,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,116.5,2,0.86,1.69,1.53,3.1,17,1,Normal,Good
OLE-0066,OLE,24-12-2023,24-12-2023,Actual,System Failure,Retail Banking,45,1,1.04,0.57,1,3.3,16,0,Normal,Good
OLE-0362,OLE,13-05-2023,13-05-2023,Actual,System Failure,Retail Banking,96.68,2,1.11,1.07,1,3.9,19,1,Normal,Good
ALE-1277,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,239.49,2,1.3,2.16,1.59,3.3,19,0,Normal,Good
ALE-1114,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,10,1,2.08,2.3,1.94,2.8,15,1,Normal,Good
ALE-0851,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,91.89,4,2.74,1.88,1.37,3,16,0,Normal,Good
ALE-0494,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,94,4,2.12,2.84,2.8,3.3,16,0,Normal,Good
ALE-0047,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,217.49,3,1.86,2.43,2.65,3,23,0,Normal,Good
ALE-1061,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,168.35,2,2.65,2.76,2.14,3.3,27,2,Normal,Good
ALE-1203,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,147.69,5,1.74,2.27,1.53,3.5,28,2,Normal,Good
OLE-0612,OLE,11-08-2023,11-08-2023,Actual,System Failure,Retail Banking,72.04,1,1.45,0.64,1,3.4,19,0,Normal,Good
ALE-1025,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,222.85,3,2.92,2.53,1.7,3.1,24,2,Normal,Good
OLE-0417,OLE,17-12-2023,17-12-2023,Actual,System Failure,Payments,37.71,5,1.22,0.93,1,3.2,15,0,Normal,Good
OLE-0573,OLE,29-03-2022,29-03-2022,Actual,Tech Failure,Retail Banking,5,5,0.87,0.84,1,3.9,23,1,Normal,Good
ALE-1102,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,27.12,3,2.23,1.27,1.26,3.3,20,1,Normal,Good
OLE-0427,OLE,13-06-2022,13-06-2022,Actual,Tech Failure,Retail Banking,17.97,4,1.49,1.23,1,3.7,17,0,Normal,Good
ALE-0253,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,10,3,1,2.56,2.1,3.1,28,2,Normal,Good
ALE-0946,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,92.28,5,2.5,3.36,3.74,3.1,24,1,Normal,Good
OLE-0213,OLE,28-12-2022,28-12-2022,Actual,Tech Failure,Payments,113.79,3,1.46,0.58,1,3,24,1,Normal,Good
ALE-1196,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,158.1,1,1.25,2.47,2.81,2.9,19,1,Normal,Good
OLE-0409,OLE,27-05-2023,27-05-2023,Actual,Tech Failure,E-Banking,22.04,5,1.34,1.26,1,3.6,17,2,Normal,Good
ALE-0727,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,159.33,2,1.76,3.09,2.14,3.5,21,0,Normal,Good
OLE-0282,OLE,11-11-2022,11-11-2022,Actual,System Failure,Payments,45.24,3,1.28,1.19,1,2.7,18,0,Normal,Good
ALE-0377,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,232.03,4,1.35,1.72,1.48,3.3,24,0,Normal,Good
ALE-0277,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,131.36,5,2.62,2.22,1.85,3.3,29,2,Normal,Good
OLE-0819,OLE,15-08-2022,15-08-2022,Actual,System Failure,ATM Network,58.17,4,1.19,0.65,1,2.7,14,1,Normal,Good
ALE-0002,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,155.42,5,1.69,2.69,2.09,3.5,20,1,Normal,Good
ALE-0860,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,133.23,3,0.9,1.2,1.15,2.9,16,2,Normal,Good
OLE-0211,OLE,06-09-2023,06-09-2023,Actual,Data Breach,Payments,5,5,0.78,0.8,1,2.6,22,0,Normal,Good
ALE-0585,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,160.18,4,0.83,2.35,2.25,3.4,15,0,Normal,Good
OLE-0652,OLE,18-07-2022,18-07-2022,Actual,Cyber-Fraud,Payments,8.23,3,0.95,0.76,1,3.7,24,1,Normal,Good
ALE-1010,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,222.63,1,2.96,2.68,1.9,3.4,16,1,Normal,Good
OLE-0221,OLE,18-04-2023,18-04-2023,Actual,Cyber-Fraud,E-Banking,98.5,1,0.54,1.45,1,4,24,1,Normal,Good
ALE-0289,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,164.42,1,1.69,1.57,1.78,3.6,22,1,Normal,Good
OLE-0238,OLE,14-03-2022,14-03-2022,Actual,Tech Failure,Payments,78.73,1,0.95,0.78,1,3.1,18,2,Normal,Good
OLE-0745,OLE,31-12-2023,31-12-2023,Actual,System Failure,Payments,51.87,4,0.77,0.74,1,2.5,19,2,Normal,Good
ALE-0476,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,131.34,2,2.6,2.04,1.67,3.4,26,2,Normal,Good
ALE-1172,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,110.72,4,1.35,2.89,2.89,3,25,1,Normal,Good
ALE-1007,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,48.77,5,2.04,2.28,1.6,3.7,21,2,Normal,Good
ALE-0472,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,115.12,4,2.53,1.78,1.63,3,28,1,Normal,Good
ALE-0524,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,315.72,1,2.94,1.29,1.29,2.8,29,2,Normal,Good
ALE-0050,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,231.16,2,1.79,2.22,1.56,2.7,16,2,Normal,Good
ALE-0521,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,198.34,5,2.58,3.43,3.02,3.6,23,1,Normal,Good
OLE-0014,OLE,21-10-2023,21-10-2023,Actual,Tech Failure,E-Banking,45.08,1,1.3,1.36,1,3.7,24,0,Normal,Good
OLE-0486,OLE,28-10-2022,28-10-2022,Actual,Cyber-Fraud,ATM Network,71.48,1,1.26,1.24,1,3.4,14,2,Normal,Good
ALE-0631,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,70.07,5,2.88,2.86,2.23,4,19,2,Normal,Good
ALE-0637,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,164.92,1,1.24,1.42,1.61,3.7,27,2,Normal,Good
ALE-0743,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,18.39,3,1.83,3.48,2.45,3,18,0,Normal,Good
ALE-0875,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,55,4,2.64,1.31,0.9,2.7,23,1,Normal,Good
ALE-0960,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,13.21,5,1.9,1.23,0.86,2.6,27,1,Normal,Good
OLE-0439,OLE,03-02-2022,03-02-2022,Actual,Cyber-Fraud,Payments,73.42,3,0.9,1.23,1,3.4,22,1,Normal,Good
OLE-0743,OLE,08-08-2022,08-08-2022,Actual,System Failure,Payments,107.93,2,0.36,1.13,1,2.6,24,2,Normal,Good
ALE-0644,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,253.81,2,2.06,1.9,1.66,3.3,24,2,Normal,Good
ALE-1058,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,219.59,2,2.98,3.22,3.87,3.1,23,0,Normal,Good
ALE-0035,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,149.9,3,2.36,1.32,0.94,3.2,26,1,Normal,Good
ALE-0016,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,165.79,4,0.82,3.06,3.12,3.5,27,2,Normal,Good
ALE-0607,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,187.05,5,2.21,2.98,2.12,2.5,19,0,Normal,Good
ALE-0870,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,115.58,1,2.33,1.75,1.98,3.8,23,2,Normal,Good
ALE-0469,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,157.52,3,1.74,2.48,2.9,3.7,27,1,Normal,Good
ALE-0431,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,218.2,3,2.16,1.73,2.16,3.6,18,0,Normal,Good
ALE-0232,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,112.85,4,1.29,2.27,2.01,3.8,23,0,Normal,Good
ALE-0147,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,198.31,5,2.96,2.67,2.92,3.9,25,2,Normal,Good
ALE-1082,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,234.8,5,2.14,2.86,3.5,3.4,23,1,Normal,Good
ALE-0916,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,86.24,2,0.92,3.33,2.64,3.8,18,0,Normal,Good
OLE-0106,OLE,05-10-2023,05-10-2023,Actual,Cyber-Fraud,Payments,12.37,5,0.44,0.65,1,2.8,23,0,Normal,Good
ALE-0234,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,161.86,3,1.97,2,1.72,3.5,24,0,Normal,Good
OLE-0122,OLE,24-08-2023,24-08-2023,Actual,Cyber-Fraud,E-Banking,56.72,2,0.43,1.26,1,4,15,2,Normal,Good
OLE-0621,OLE,16-12-2023,16-12-2023,Actual,System Failure,Retail Banking,48.13,3,0.99,0.84,1,3.7,14,0,Normal,Good
ALE-1000,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,77.07,2,1.82,3.33,4.13,2.9,24,0,Normal,Good
OLE-0555,OLE,19-04-2022,19-04-2022,Actual,Data Breach,ATM Network,73.54,5,1.19,0.95,1,2.5,19,1,Normal,Good
ALE-0058,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,93.44,3,2.43,2.72,2.82,2.6,29,0,Normal,Good
ALE-0707,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,260.79,1,2.96,3.06,3.36,2.9,16,2,Normal,Good
ALE-0683,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,256.8,4,1.8,2.29,2.03,2.5,21,2,Normal,Good
OLE-0116,OLE,23-05-2022,23-05-2022,Actual,System Failure,E-Banking,34.63,2,0.49,1.2,1,3.7,20,2,Normal,Good
ALE-1112,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,259.35,2,2.75,2.67,1.91,3,23,2,Normal,Good
OLE-0768,OLE,22-04-2022,22-04-2022,Actual,System Failure,Payments,28.65,4,1.38,1.16,1,2.7,17,2,Normal,Good
ALE-0999,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,249.38,2,1.29,2.37,2.04,3.4,25,0,Normal,Good
ALE-0380,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,24.06,3,1.93,2.78,2.22,3.1,18,1,Normal,Good
ALE-1029,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,196.42,4,2.88,1.6,1.63,3.6,29,0,Normal,Good
ALE-1064,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,128.72,1,2.73,2.99,3.2,3.5,20,0,Normal,Good
ALE-0137,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,165.56,3,2.67,2.82,2.47,2.9,18,2,Normal,Good
ALE-0523,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,199.9,1,1.01,2.72,2.66,3.6,16,1,Normal,Good
OLE-0737,OLE,21-07-2023,21-07-2023,Actual,Cyber-Fraud,ATM Network,58.55,3,0.39,0.52,1,2.7,17,1,Normal,Good
ALE-0160,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,138.49,1,1.52,3.18,3.59,3.2,29,2,Normal,Good
OLE-0786,OLE,05-12-2023,05-12-2023,Actual,Tech Failure,Payments,67.17,4,1.31,1.5,1,3.1,20,1,Normal,Good
OLE-0783,OLE,27-02-2022,27-02-2022,Actual,Cyber-Fraud,E-Banking,23.09,1,0.92,1.27,1,3.3,18,2,Normal,Good
ALE-0570,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,123.25,2,2.45,2.44,1.74,2.7,24,1,Normal,Good
ALE-1065,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,102.73,3,1.34,2.93,3.61,2.9,17,1,Normal,Good
ALE-1099,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,22.17,5,2.07,2.27,2.08,3.8,26,2,Normal,Good
ALE-0674,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,267.38,1,1.44,1.84,1.45,3.8,20,2,Normal,Good
OLE-0789,OLE,12-04-2023,12-04-2023,Actual,Cyber-Fraud,ATM Network,23.27,3,1.08,1.47,1,3.6,15,0,Normal,Good
ALE-0012,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,186.68,3,2.25,2.1,1.98,3.5,22,0,Normal,Good
ALE-0721,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,156.89,5,1.26,2.24,2.46,3.9,22,0,Normal,Good
ALE-0549,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,146.06,2,1.08,1.92,1.66,3.4,21,1,Normal,Good
ALE-0083,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,192.37,2,2.14,3.09,3.09,2.9,24,0,Normal,Good
OLE-0708,OLE,23-06-2022,23-06-2022,Actual,Cyber-Fraud,ATM Network,83.91,3,0.74,0.6,1,3.6,16,1,Normal,Good
OLE-0530,OLE,07-03-2022,07-03-2022,Actual,Data Breach,Retail Banking,16.51,4,1.27,1.24,1,3.3,14,2,Normal,Good
ALE-0571,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,10,5,1.62,1.45,1.49,2.9,27,1,Normal,Good
ALE-0394,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,122.67,4,0.89,2.19,2.62,2.6,23,0,Normal,Good
ALE-0684,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,256.03,1,2.75,1.83,2.04,2.7,23,0,Normal,Good
ALE-0073,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,177.03,3,2.65,2.95,3.21,3.8,29,0,Normal,Good
ALE-0176,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,159.24,4,2.8,3.46,3.69,2.7,22,0,Normal,Good
ALE-0197,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,72.83,2,2.53,2.26,1.55,3.2,16,0,Normal,Good
ALE-1128,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,302.34,2,2.05,2.59,2.45,2.6,24,1,Normal,Good
ALE-1197,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,82.41,4,2.24,2.6,2.01,3.5,16,2,Normal,Good
ALE-0717,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,194.7,2,0.97,2.29,1.68,3.7,25,1,Normal,Good
ALE-0318,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,155.88,3,2.84,2.13,1.5,3.1,23,0,Normal,Good
OLE-0355,OLE,20-02-2022,20-02-2022,Actual,Cyber-Fraud,E-Banking,62.89,5,0.86,1.26,1,2.7,15,1,Normal,Good
OLE-0813,OLE,23-12-2022,23-12-2022,Actual,Data Breach,ATM Network,68.01,2,1.19,0.94,1,3.7,14,0,Normal,Good
ALE-0416,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,126,1,1.24,1.38,1,2.6,18,2,Normal,Good
OLE-0064,OLE,28-04-2023,28-04-2023,Actual,Data Breach,Retail Banking,24.11,5,0.46,0.6,1,3.5,22,0,Normal,Good
ALE-0756,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,23.97,3,2.07,2.78,3.14,2.7,17,2,Normal,Good
OLE-0484,OLE,17-11-2022,17-11-2022,Actual,Data Breach,ATM Network,22.48,1,1.09,0.7,1,3,15,2,Normal,Good
ALE-1090,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,173.12,4,1.78,2.03,2.5,3.3,26,0,Normal,Good
ALE-0568,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,241.23,4,0.99,1.42,1.44,3.4,26,2,Normal,Good
ALE-0801,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,177.81,5,2.79,3.29,2.55,3.9,17,1,Normal,Good
ALE-0433,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,262.16,2,2.81,2.43,1.86,2.7,16,2,Normal,Good
ALE-1020,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,50.86,2,0.89,2.18,2.46,3.1,16,2,Normal,Good
ALE-0226,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,171.36,4,2.28,3.05,2.42,3.1,20,2,Normal,Good
OLE-0618,OLE,31-08-2023,31-08-2023,Actual,Data Breach,Retail Banking,35.55,4,0.42,0.56,1,2.7,17,0,Normal,Good
ALE-0885,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,189.25,2,2.25,1.32,1.15,2.9,16,1,Normal,Good
OLE-0694,OLE,07-12-2022,07-12-2022,Actual,Cyber-Fraud,Payments,43.84,3,0.84,0.85,1,2.8,21,1,Normal,Good
ALE-0057,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,123.32,1,1.34,2.42,2.13,3.6,28,2,Normal,Good
ALE-0970,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,144.05,4,1.74,3.18,3.51,2.9,25,0,Normal,Good
OLE-0858,OLE,04-09-2022,04-09-2022,Actual,Data Breach,E-Banking,87.49,3,1.41,1.15,1,3.1,17,2,Normal,Good
ALE-1096,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,125.05,1,2.7,1.69,1.57,3,19,0,Normal,Good
ALE-0763,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,254.8,3,1.13,1.72,1.52,3.1,17,0,Normal,Good
ALE-0280,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,224.14,4,0.99,3.26,3.04,3,29,0,Normal,Good
OLE-0024,OLE,24-04-2022,24-04-2022,Actual,Cyber-Fraud,ATM Network,5,5,1.29,0.93,1,3.8,18,2,Normal,Good
ALE-0925,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,202.08,5,2.44,3.48,2.32,3.3,15,0,Normal,Good
OLE-0535,OLE,19-12-2022,19-12-2022,Actual,Cyber-Fraud,Payments,39.75,3,1.37,0.7,1,2.9,15,1,Normal,Good
OLE-0199,OLE,14-05-2022,14-05-2022,Actual,Tech Failure,Payments,49.89,4,1.34,0.98,1,2.7,16,0,Normal,Good
OLE-0050,OLE,26-06-2023,26-06-2023,Actual,Tech Failure,E-Banking,79.76,4,0.99,1.43,1,3.4,19,0,Normal,Good
OLE-0174,OLE,24-11-2023,24-11-2023,Actual,System Failure,ATM Network,48.53,2,1.43,0.65,1,3.2,17,1,Normal,Good
OLE-0839,OLE,08-06-2022,08-06-2022,Actual,Tech Failure,ATM Network,39.54,1,0.61,1.5,1,2.8,14,0,Normal,Good
OLE-0433,OLE,15-04-2022,15-04-2022,Actual,Tech Failure,ATM Network,50.75,5,1.45,1.07,1,3.3,19,2,Normal,Good
ALE-0032,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,179.86,4,0.9,2.64,2.13,3.8,28,0,Normal,Good
ALE-0214,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,231.36,3,2.66,1.67,1.27,3.5,22,0,Normal,Good
ALE-0401,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,265.43,2,1.7,3.26,3.57,4,19,1,Normal,Good
ALE-0085,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,201.29,2,2,2.67,2.72,2.6,17,0,Normal,Good
